,pair_age,init_market_cap,scams,funding_time,ape_score,liquidity,market_cap,contract_age,sell,airdrops,time_of_day,worth,buy,max_transmit,honeypot,safu_score,wallet,amount,buy_tax,sell_tax,owner_quant,owner_type_INDIVIDUAL,owner_type_RENOUNCED,owner_type_UNKNOWN,source_01121994.eth,source_Binance,source_Bitget,source_Bybit,source_Coinbase,source_FixedFloat,source_Gate.io,source_INDIVIDUAL,source_Kraken,source_Kucoin,source_Mexc,source_SideShift,source_cemedeul.eth,source_tsunamitreasury.eth,holders_qty,holders_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,status_100K,status_10K,status_50K,status_Above,printed
136,54,7615.0,0.0,20,29,3.0,20194,2,266.0,3.0,4739.0,3683,394.0,,104,100,3622,186,0,0,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,40.8,0.0,0.0,4.0,4.2,3.0,2.0,0.0,0.0,58,0.0,0.0,1.0,0.0,False
137,25,8709.0,0.0,1,21,2.8,15602,36,41.0,2.0,4582.0,469,88.0,0.28,47,48,3222,279,0.7,2.2,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,22.1,8.0,8.8,6.0,7.7,8.0,11.7,0.0,0.0,44,0.0,0.0,1.0,0.0,True
138,56,7615.0,0.0,20,15,3.8,31812,4,269.0,3.0,4862.0,3683,407.0,,107,100,7701,186,0,0,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,42.1,0.0,0.0,4.0,4.2,2.0,1.7,0.0,0.0,31,0.0,0.0,1.0,0.0,False
139,17,17336.0,0.28169014084507044,2,18,5.9,72608,35,625.0,1.0,4531.0,6397,850.0,,193,94,5505,93,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,138.7,1.0,0.7,2.0,0.1,4.0,0.8,1.0,0.7,31,1.0,0.0,0.0,0.0,True
140,24,,0.4824120603015075,4320,57,0.7,2386,28,85.0,2.0,6568.0,2248,106.0,,33,100,20601,186,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,1.0,0.0,0.0,False
141,24488,66202.0,0.7401960784313726,28800,2,59.7,750077,28807,103.0,1.0,70956.0,23730,,,506,100,3281,981,0,0,42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,149.2,2.0,0.3,0.0,0.0,23.0,5.7,2.0,1.3,8,0.0,0.0,0.0,1.0,True
142,7205,137054.0,0.0,10080,13,36.5,602389,8655,462.0,0.0,81870.0,1190,,,741,89,4205,1401,0,0,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,448.9,1.0,0.3,0.0,0.0,10.0,2.2,8.0,4.9,9,0.0,0.0,0.0,1.0,False
143,1,,0.0,4,41,1.4,4951,13,0.0,1.0,6956.0,346,11.0,0.06,11,59,11589,111,0,5.2,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.7,0.0,0.0,5.0,7.0,1.0,1.6,0.0,0.0,80,0.0,1.0,0.0,0.0,True
144,0,,0.48,46,24,2.0,9378,31,0.0,1.0,7141.0,916,24.0,0.11,,96,4303,93,0,22.5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,11.5,0.0,0.0,24.0,34.2,1.0,0.7,0.0,0.0,79,0.0,1.0,0.0,0.0,False
145,406081,,0.7857142857142857,406080,20,4.4,14422,406081,2.0,1.0,80223.0,1292,6.0,,6,92,16635,559,4,6.6,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,248.4,1.0,0.0,0.0,0.0,4.0,4.7,3.0,1.1,52,0.0,0.0,1.0,0.0,False
146,36,4633.0,0.48484848484848486,3,17,2.7,14325,54,1000.0,1.0,6265.0,0,1295.0,,236,94,4610,93,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,356.1,1.0,0.4,0.0,0.0,4.0,0.7,3.0,3.2,32,0.0,0.0,1.0,0.0,False
147,38,10211.0,0.4864864864864865,2,7,4.7,41915,47,50.0,0.0,6520.0,1180,145.0,,73,100,8750,55,1,1,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,17.0,0.0,0.0,5.0,8.9,2.0,1.1,0.0,0.0,4,0.0,0.0,1.0,0.0,True
148,21,28133.0,0.28169014084507044,66240,28,5.6,73659,43,285.0,1.0,4663.0,8865,436.0,,163,100,8298,818,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,74.4,0.0,0.0,9.0,7.1,4.0,1.1,0.0,0.0,24,1.0,0.0,0.0,0.0,False
149,1441,334750.0,0.0,11520,34,45.4,315417,1445,1571.0,0.0,62217.00000000001,0,,5.68,287,94,67896,1956,5,5,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,890.2,0.0,0.0,0.0,0.0,11.0,10.6,12.0,9.4,31,0.0,0.0,0.0,1.0,False
150,40,,0.6944444444444444,4,33,2.7,14597,48,24.0,0.0,12613.0,2336,65.0,,44,57,3093,371,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,22.7,0.0,0.0,1.0,1.6,1.0,0.8,1.0,0.0,93,0.0,0.0,1.0,0.0,False
151,0,,0.47761194029850745,58,23,4.2,40576,56,0.0,1.0,10843.0,668,53.0,0.37,53,70,3340,18,0,4.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,36.5,2.0,0.7,53.0,51.9,1.0,2.0,0.0,0.0,10,0.0,0.0,1.0,0.0,True
152,8,,0.0,20,20,1.7,5037,24,17.0,0.0,12172.0,659,0.0,,17,47,3129,74,5.9,5.2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.3,0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,45,0.0,1.0,0.0,0.0,True
153,2,,0.0,20,29,1.0,2021,18,0.0,0.0,12971.0,721,2.0,0.01,2,80,13235,20,20,34.8,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,240,0.0,1.0,0.0,0.0,True
154,38,40576.0,0.47761194029850745,1,13,2.8,17031,35,181.0,3.0,13141.0,7705,262.0,,99,92,3170,370,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,30.2,0.0,0.0,17.0,18.5,2.0,1.4,0.0,0.0,36,0.0,0.0,1.0,0.0,False
155,18,7615.0,0.5,23,29,3.3,24011,25,417.0,3.0,13210.0,3654,589.0,,113,100,3665,370,0,0,17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,33.8,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,58,0.0,0.0,1.0,0.0,False
156,8,,0.0,20,20,1.7,5037,24,17.0,0.0,13911.0,659,0.0,,17,47,3129,74,5.9,5.2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.3,0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,45,0.0,1.0,0.0,0.0,True
157,45,5037.0,0.0,21,14,4.6,37987,2,118.0,0.0,14379.0,652,0.0,,51,75,3502,184,6,6.9,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,39.0,0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,4,0.0,0.0,1.0,0.0,False
158,29,,0.2857142857142857,38,20,1.6,9077,33,3.0,1.0,14196.0,223,14.0,,10,91,3731,184,0,0,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,22,0.0,1.0,0.0,0.0,False
159,25935,1832.0,0.8262032085561497,27360,11,10.2,139270,25936,40.0,0.0,81780.0,33,,,219,93,3769,186,0,0,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,70.9,0.0,0.0,11.0,6.5,2.0,0.5,0.0,0.0,14,0.0,0.0,0.0,1.0,False
160,40,,0.625,14,23,3.3,21957,4,63.0,1.0,11639.0,2466,124.0,,80,95,14249,557,0,2.2,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,58.4,1.0,0.5,18.0,18.9,3.0,3.1,0.0,0.0,114,0.0,0.0,1.0,0.0,True
161,23,94801.0,0.6840390879478827,2880,19,10.7,48714,43,550.0,2.0,84722.0,20806,780.0,0.7,170,90,18816,928,2,2,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,323.0,1.0,0.3,19.0,3.1,2.0,1.0,3.0,2.6,189,0.0,0.0,1.0,0.0,False
162,4,5037.0,0.0,21,24,3.7,24251,20,174.0,1.0,15460.000000000002,48,1.0,,58,97,4396,185,6,6.5,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,72.4,0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,79,0.0,0.0,1.0,0.0,True
163,4,8709.0,0.0,4,16,6.9,95241,15,206.0,2.0,13923.0,466,326.0,2.0,136,100,3072,203,1,0.5,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,118.2,8.0,8.8,5.0,5.2,8.0,10.3,1.0,1.9,21,1.0,0.0,0.0,0.0,False
164,3,47879.0,0.8571428571428571,41,9,11.9,87096,4,3.0,0.0,16597.0,990,56.0,,47,100,48620,92,0,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,27.2,1.0,0.2,18.0,47.5,35.0,60.0,1.0,0.0,4,1.0,0.0,0.0,0.0,False
165,0,,0.5698924731182796,5,46,1.0,2389,4,0.0,1.0,16633.0,3139,1.0,0.03,1,94,3995,157,15,14.8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.9,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,36,0.0,1.0,0.0,0.0,False
166,33,28133.0,0.28169014084507044,66240,23,4.1,36977,54,560.0,1.0,12439.0,8858,721.0,,146,95,13678,371,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,131.8,1.0,0.4,3.0,2.7,4.0,1.0,2.0,0.9,115,0.0,0.0,1.0,0.0,False
167,0,,0.991304347826087,23040,26,2.0,3965,37,0.0,1.0,16448.0,0,1.0,,1,15,16246,1017,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13,0.0,1.0,0.0,0.0,True
168,6,47879.0,0.8571428571428571,43,52,8.9,48417,7,9.0,0.0,16718.0,990,64.0,,49,75,15882,1849,0,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.4,1.0,0.2,18.0,47.5,31.0,58.4,0.0,0.0,4,0.0,0.0,1.0,0.0,True
169,9,47879.0,0.8571428571428571,47,34,9.8,58706,10,20.0,0.0,16946.0,983,98.0,,66,100,7795,1849,0,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,14.2,0.0,0.0,17.0,46.7,35.0,59.2,0.0,0.0,5,1.0,0.0,0.0,0.0,True
170,8,4633.0,0.47761194029850745,6,15,2.4,10702,26,1045.0,1.0,15223.000000000002,0,1340.0,,233,100,3063,185,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,349.2,1.0,0.4,0.0,0.0,5.0,0.7,3.0,3.2,22,0.0,0.0,1.0,0.0,False
171,9,,0.55,7200,16,3.9,16458,32,12.0,1.0,15454.000000000002,6388,43.0,0.19,36,40,3314,203,0,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,31.3,0.0,0.0,20.0,29.5,0.0,0.0,0.0,0.0,43,0.0,0.0,1.0,0.0,False
172,0,,0.7857142857142857,879840,29,1.0,1926,9,0.0,1.0,17240.0,191,0.0,,,80,13037,184,2,7.5,158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,241,0.0,1.0,0.0,0.0,True
173,7,2021.0,0.0,1,30,3.2,19633,24,34.0,0.0,16835.0,546,84.0,,45,100,3726,184,1,1.8,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,41.0,0.0,0.0,1.0,0.3,2.0,3.0,1.0,0.0,9,0.0,0.0,1.0,0.0,True
174,1458,26824.0,0.0,2880,32,15.8,233550,1458,221.0,9.0,66217.0,2812,,,192,100,7098,943,3,3,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,113.2,0.0,0.0,3.0,4.2,5.0,6.5,1.0,1.9,3,0.0,0.0,0.0,1.0,False
175,26,,0.5436046511627907,54,16,4.5,17869,40,2.0,400.0,18476.0,3156,12.0,,8,100,4151,1849,0,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,1.0,0.0,False
176,36,7033.0,0.0,23,26,1.9,7564,75,175.0,3.0,18235.0,1193,178.0,0.09,40,100,3073,129,1,1.4,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,32.6,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4,0.0,1.0,0.0,0.0,False
177,15858,74102.0,0.21428571428571427,100800,19,6.4,16307,21603,13.0,2.0,18455.0,20,26.0,,59,90,9812,369,0,0,85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,110.2,1.0,0.1,0.0,0.0,1.0,0.1,1.0,1.3,115,0.0,0.0,1.0,0.0,True
178,0,,0.7857142857142857,19,27,2.3,5085,16,0.0,0.0,18966.0,1630,10.0,0.06,9,58,14621,1150,0,24.6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3.3,0.0,0.0,2.0,1.3,1.0,1.4,0.0,0.0,24,0.0,1.0,0.0,0.0,True
179,8,28133.0,0.2777777777777778,66240,23,2.6,14493,29,624.0,1.0,18024.0,8813,756.0,,119,95,13884,184,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,208.0,1.0,0.4,2.0,2.5,4.0,1.0,3.0,1.3,115,0.0,0.0,1.0,0.0,False
180,45,11591.0,0.55,1,19,3.2,13281,51,344.0,1.0,1404.0,10244,399.0,,91,90,18980,371,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,154.0,1.0,0.7,11.0,11.4,3.0,0.8,1.0,0.7,187,0.0,0.0,1.0,0.0,False
181,45,29114.0,0.5519287833827893,21,34,13.5,149871,46,939.0,1015.0,1710.0,329,,,299,100,44361,1858,0,0,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,298.0,138.3,1.0,0.2,0.0,0.0,18.0,18.5,2.0,2.5,49,0.0,0.0,0.0,1.0,True
182,0,,0.6365461847389559,31,30,1.8,7457,17,0.0,1.0,19584.0,759,0.0,0.04,,83,9082,78,0,4,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,30,0.0,1.0,0.0,0.0,False
183,6,5085.0,0.7857142857142857,24,8,4.6,19797,21,7.0,0.0,19269.0,1882,46.0,0.21,38,96,3172,92,0,26.1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,30.2,0.0,0.0,1.0,0.4,4.0,4.6,0.0,0.0,25,0.0,0.0,1.0,0.0,False
184,0,3965.0,0.991304347826087,23040,26,3.8,14397,23,4.0,1.0,19164.0,0,17.0,,12,17,11858,758,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6,0.0,0.0,1.0,0.0,False
185,14,5085.0,0.7857142857142857,32,12,7.1,46069,30,30.0,0.0,19784.0,2317,79.0,,51,88,8868,369,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,53.7,0.0,0.0,0.0,0.0,4.0,4.6,0.0,0.0,26,0.0,0.0,1.0,0.0,False
186,17,5085.0,0.7857142857142857,35,6,9.7,85629,33,32.0,0.0,19982.0,2317,98.0,,61,100,49457,924,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,107.4,0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,5,1.0,0.0,0.0,0.0,False
187,17289,28078.0,0.6625,17280,72,16.8,381587,17289,63.0,2.0,7217.0,3599,,,408,100,4312,390,0,0,33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,222.4,8.0,0.7,0.0,0.0,9.0,1.9,2.0,3.1,4,0.0,0.0,0.0,1.0,False
188,31,,0.273972602739726,56,29,1.8,7230,53,88.0,1.0,19949.0,2489,132.0,,27,100,3648,184,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,0.0,1.0,0.0,0.0,True
189,39,7230.0,0.273972602739726,1,29,1.3,3973,2,99.0,1.0,20412.0,2490,136.0,,21,100,3664,184,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,0.0,1.0,0.0,0.0,True
190,0,,0.8218085106382979,125280,27,1.8,5737,2,0.0,0.0,21086.0,867,22.0,0.06,19,60,13972,1315,40,43.8,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,59.9,0.0,0.0,19.0,22.6,0.0,0.0,0.0,0.0,25,0.0,1.0,0.0,0.0,False
191,27,5085.0,0.7857142857142857,45,9,12.6,144702,43,51.0,0.0,20545.0,1393,,,77,92,3212,92,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,154.5,0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,38,0.0,0.0,0.0,1.0,True
192,25,7457.0,0.6365461847389559,56,9,2.2,10769,42,80.0,4.0,21083.0,2872,136.0,,74,92,3206,92,0,0,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,80.2,0.0,0.0,22.0,19.6,1.0,0.5,0.0,0.0,38,0.0,0.0,1.0,0.0,True
193,50,5085.0,0.7857142857142857,1,9,7.7,53409,7,85.0,0.0,21927.0,1311,156.0,,64,96,3404,92,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,119.6,0.0,0.0,0.0,0.0,3.0,4.2,1.0,3.5,26,1.0,0.0,0.0,0.0,False
194,19,,0.2702702702702703,57,14,2.9,19971,50,54.0,1.0,22800.0,4127,108.0,,72,100,6488,92,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,100.4,0.0,0.0,2.0,3.1,0.0,0.0,1.0,1.9,17,0.0,0.0,1.0,0.0,False
195,19,5085.0,0.7857142857142857,1,9,7.7,53979,35,98.0,0.0,23631.0,240,188.0,,75,96,3365,92,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,40.3,0.0,0.0,0.0,0.0,3.0,4.2,0.0,0.0,26,1.0,0.0,0.0,0.0,False
196,5773,15241.0,0.5476190476190477,5760,18,9.8,49923,5773,229.0,412.0,68822.0,0,257.0,,294,100,10785,1698,0,0,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,296.0,116.2,1.0,0.3,0.0,0.0,15.0,2.0,1.0,0.3,47,0.0,0.0,1.0,0.0,False
197,77773,3831.0,0.622895622895623,77760,34,2.9,11234,77782,0.0,6.0,24487.0,620,1.0,,505,95,25104,926,0,0,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,212.1,1.0,0.3,4.0,0.1,9.0,0.8,2.0,0.9,21,0.0,0.0,1.0,0.0,False
198,15,18182.0,0.26666666666666666,1,15,5.6,70848,45,184.0,2.0,26067.0,4836,304.0,,135,100,10410,101,0,0,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,147.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9,1.0,0.0,0.0,0.0,True
199,48,8709.0,0.0,7,40,8.0,126031,59,339.0,2.0,23660.0,467,,2.76,163,92,3470,370,1,0.5,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,117.7,8.0,8.8,2.0,2.5,7.0,9.3,1.0,1.9,13,0.0,0.0,0.0,1.0,False
200,8,,0.13043478260869565,29,30,1.0,3778,14,1.0,2.0,26962.0,48,10.0,,8,80,13081,92,2,1.8,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,0.0,1.0,0.0,0.0,False
201,8,3778.0,0.13043478260869565,29,30,1.3,6752,14,2.0,2.0,26977.0,48,13.0,,9,80,13063,92,2,1.9,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,0.0,1.0,0.0,0.0,False
202,8,3778.0,0.13043478260869565,29,30,1.4,7194,14,3.0,2.0,27000.0,48,15.0,,11,80,13045,92,2,1.9,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,0.0,1.0,0.0,0.0,False
203,73,27155.0,0.6840390879478827,22,54,7.0,109909,27,149.0,1.0,81649.0,0,,,48,100,5266,1868,0,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,18.2,0.0,0.0,1.0,3.2,6.0,3.7,0.0,0.0,23,0.0,0.0,0.0,1.0,False
204,9,3778.0,0.13043478260869565,30,30,2.0,15510,15,6.0,2.0,27025.0,48,24.0,,14,80,12991,370,2,9.7,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,0.0,0.0,1.0,0.0,True
205,37,18182.0,0.26666666666666666,2,38,4.1,36367,9,303.0,2.0,27426.0,4837,426.0,,121,93,6092,148,0,0,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,182.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.2,15,0.0,0.0,1.0,0.0,False
207,7,,0.47029702970297027,4,10,3.2,24249,60,64.0,1.0,27531.0,5344,137.0,,100,100,4004,55,0,6,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,27.1,0.0,0.0,23.0,18.4,1.0,0.2,0.0,0.0,14,0.0,0.0,1.0,0.0,False
