cleaned
mcap,liquidity,buy,sell,scams,worth,contract_age,pair_age,funding_time,source,airdrops,amount,wallet,ape_score,safu_score,buy_tax,sell_tax,owner_type,owner_quant,holds_qty,holds_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,printed
13152,2.3,96,0,0.5,797.0,8,1,28,Binance,3.0,65.0,8399,21,47,0,2.7,INDIVIDUAL,6,83.0,37.5,0.0,0.0,9.0,6.4,3.0,4.5,0.0,0.0,83,TRUE
27872,3.4,173,36,0.5,3020.0,16,8,36,Binance,3.0,186.0,3095,7,93,0,5.7,RENOUNCED,12,126.0,74.1,0.0,0.0,5.0,2.0,3.0,4.4,0.0,0.0,15,TRUE
21113,4.8,12,1,0.5498575498575500,3561.0,4,1,4,Kucoin,0.0,374.0,3227,14,78,0,0,RENOUNCED,4,12.0,16.6,0.0,0.0,2.0,2.6,1.0,1.0,0.0,0.0,9,TRUE
64905,5.6,368,276,0.6,6089.0,60,18,21,Binance,1.0,372.0,3453,16,95,0,0,RENOUNCED,12,179.0,87.8,1.0,0.4,2.0,3.2,8.0,0.9,0.0,0.0,37,FALSE
36047,5.6,98,37,0.0,8164.0,31,3,21600,Kucoin,36.0,111.0,3422,59,80,3,6.2,RENOUNCED,12,111.0,358.3,0.0,0.0,24.0,13.3,3.0,0.4,1.0,0.9,15,FALSE
548008,94.6,,0,0.7777777777777780,253.0,14417,0,14400,INDIVIDUAL,1.0,557.0,6225,24,100,0,0,INDIVIDUAL,6,311.0,92.9,0.0,0.0,1.0,0.0,2.0,7.0,1.0,0.7,4,FALSE
217083,10.4,,725,0.26582278481012700,4852.0,33,61,5,Binance,2.0,744.0,4194,7,100,0,0,RENOUNCED,14,254.0,331.9,1.0,0.6,0.0,0.0,5.0,0.9,4.0,4.2,59,FALSE
26856,4.9,117,70,0.0,10385.0,34,6,21600,Kucoin,36.0,185.0,3299,57,81,3,6.7,RENOUNCED,12,105.0,314.5,0.0,0.0,22.0,12.6,2.0,0.3,1.0,0.9,16,FALSE
682624,26.1,,298,0.8571428571428570,470.0,14404,7205,14400,INDIVIDUAL,1.0,1396.0,38279,6,100,0,0,UNKNOWN,6,225.0,125.5,1.0,0.7,1.0,3.3,158.0,13.6,1.0,0.7,40,FALSE
126343,14.4,,12,0.8571428571428570,867.0,7,5,4320,FixedFloat,0.0,371.0,3372,27,92,0,0,UNKNOWN,5,96.0,186.4,1.0,0.2,15.0,34.4,28.0,28.7,2.0,2.9,340,FALSE
251790,11.3,,778,0.26582278481012700,4841.0,52,22,5,Binance,2.0,1856.0,3350,31,100,0,0,RENOUNCED,14,268.0,334.1,1.0,0.6,0.0,0.0,5.0,1.0,4.0,4.2,7,TRUE
15344,2.6,157,84,0.47572815533980600,6383.0,37,10,1,Kucoin,1.0,111.0,3302,15,63,0,6.5,RENOUNCED,11,100.0,34.1,0.0,0.0,27.0,17.3,10.0,5.7,0.0,0.0,8,TRUE
6702,1.7,184,131,0.47572815533980600,6584.0,47,19,2,Kucoin,1.0,556.0,19704,53,100,0,0,RENOUNCED,12,79.0,50.4,0.0,0.0,19.0,11.0,1.0,1.6,0.0,0.0,14,FALSE
13234,3.8,76,22,0.7160804020100500,2016.0,49,40,2,Kucoin,0.0,18.0,4042,34,100,0,0,RENOUNCED,9,52.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,FALSE
129151,14.7,,56,0.8571428571428570,867.0,9,8,4320,FixedFloat,0.0,556.0,6569,13,96,0,0,UNKNOWN,5,138.0,431.8,1.0,0.2,9.0,19.7,12.0,9.4,4.0,6.4,27,FALSE
14802,3.5,6,0,0.5482954545454550,1574.0,3,1,5,Kucoin,0.0,185.0,17162,7,79,0,0,RENOUNCED,4,6.0,2.6,0.0,0.0,2.0,1.7,1.0,0.2,0.0,0.0,47,TRUE
343353,32.2,,73,0.0,0.0,2902,9,2880,INDIVIDUAL,0.0,1852.0,13916,22,100,0,0,RENOUNCED,3,230.0,239.6,1.0,13.5,0.0,0.0,19.0,12.6,2.0,3.9,8,FALSE
14033,2.5,307,188,0.5,6330.0,46,38,1,Binance,3.0,55.0,19616,76,100,0,0,RENOUNCED,14,114.0,84.1,0.0,0.0,2.0,0.8,3.0,6.2,0.0,0.0,29,FALSE
54642,9.7,388,209,0.8571428571428570,211.0,23,22,4320,FixedFloat,0.0,92.0,12408,12,100,0,0,UNKNOWN,8,162.0,474.3,1.0,0.7,7.0,14.3,2.0,0.9,5.0,7.1,3,FALSE
56137,5.0,187,120,0.45021645021645000,1588.0,46,16,5,Binance,4.0,463.0,3013,13,93,0,0,RENOUNCED,15,93.0,60.0,0.0,0.0,1.0,1.8,3.0,5.5,0.0,0.0,29,FALSE
3026,1.2,6,0,0.47342995169082100,854.0,6,1,1,Binance,1.0,55.0,3285,56,75,19,18.7,INDIVIDUAL,4,7.0,3.0,0.0,0.0,4.0,6.3,0.0,0.0,0.0,0.0,16,FALSE
74710,10.5,6,1,0.543661971830986,0.0,7208,1,7200,INDIVIDUAL,1.0,556.0,3140,5,100,0,0,INDIVIDUAL,4,17.0,19.7,0.0,0.0,2.0,1.1,4.0,61.5,0.0,0.0,4,TRUE
3172,1.2,7,2,0.7857142857142860,169.0,23,16,2,Binance,5.0,54.0,3351,32,96,1,6.5,RENOUNCED,16,12.0,0.6,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,122,FALSE
2725,1.1,7,2,0.7857142857142860,904.0,23,16,2,Binance,5.0,54.0,3363,32,96,1,6.2,RENOUNCED,16,12.0,0.6,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,122,FALSE
6487,1.7,350,240,0.5,6327.0,33,26,1,Binance,4.0,185.0,3658,29,100,0,0,RENOUNCED,15,87.0,59.4,0.0,0.0,1.0,0.4,1.0,0.3,0.0,0.0,60,FALSE
33494,3.6,0,0,0.44924406047516200,861.0,11,0,21,Binance,2.0,185.0,7270,37,75,0,7.8,INDIVIDUAL,7,,,,,,,,,,,393,TRUE
466976,69.9,,91,0.0,929.0,49,9,1440,INDIVIDUAL,8.0,185.0,4334,26,92,0,10,INDIVIDUAL,21,349.0,391.9,0.0,0.0,14.0,2.9,27.0,9.8,3.0,1.5,12,FALSE
19007,2.9,59,8,0.5743589743589740,2230.0,5,2,6,Coinbase,1.0,370.0,5773,45,95,0,6.6,INDIVIDUAL,4,54.0,52.8,0.0,0.0,33.0,43.4,0.0,0.0,0.0,0.0,37,FALSE
100672,12.3,,88,0.543661971830986,0.0,7209,24,7200,INDIVIDUAL,1.0,928.0,5905,11,100,0,0,INDIVIDUAL,4,156.0,150.7,1.0,0.6,1.0,0.4,13.0,30.6,1.0,0.6,9,TRUE
298338,56.5,,478,0.0,747.0,1440,20,1440,INDIVIDUAL,8.0,644.0,19693,3,100,0,0,RENOUNCED,26,335.0,290.4,0.0,0.0,6.0,1.3,26.0,9.1,1.0,0.7,22,FALSE
67709,14.5,135,102,0.65,13.0,538571,538570,538560,Binance,1.0,552.0,11941,18,100,0,0,RENOUNCED,113,181.0,679.8,0.0,0.0,0.0,0.0,7.0,1.9,5.0,5.2,15,FALSE
10493,2.3,67,24,0.5,1224.0,2,20,1,Binance,3.0,196.0,5020,14,100,5,9.4,RENOUNCED,11,44.0,16.6,0.0,0.0,9.0,15.1,2.0,1.0,0.0,0.0,7,FALSE
129127,8.1,,824,0.26582278481012700,4838.0,17,46,6,Binance,2.0,185.0,19666,3,100,0,0,RENOUNCED,14,258.0,328.6,1.0,0.6,0.0,0.0,5.0,1.0,4.0,3.2,22,TRUE
53220,5.3,1208,942,0.26582278481012700,4803.0,36,64,8,Binance,2.0,184.0,6072,37,94,0,0,RENOUNCED,14,235.0,306.4,1.0,0.6,0.0,0.0,5.0,1.4,2.0,1.4,16,FALSE
190757,8.9,,83,0.686084142394822,0.0,1450,1449,1440,Kucoin,1.0,372.0,6087,54,100,0,0,RENOUNCED,14,75.0,23.3,0.0,0.0,2.0,1.7,11.0,5.2,0.0,0.0,3,FALSE
21250,4.5,62,17,0.0,347.0,2881,27,2880,Binance,1.0,423.0,4429,22,100,0,45.4,INDIVIDUAL,13,56.0,29.7,0.0,0.0,7.0,9.1,5.0,10.3,0.0,0.0,32,TRUE
22614,3.4,1181,968,0.26582278481012700,70.0,55,37,15,Mexc,1.0,202.0,4802,15,100,0,0,RENOUNCED,12,166.0,114.1,1.0,0.8,1.0,0.0,5.0,5.5,1.0,0.8,6,FALSE
72487,5.3,4,0,1.0,1706.0,3,0,8,Binance,0.0,36.0,5016,5,33,0,89.8,INDIVIDUAL,9,4.0,5.4,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,3,TRUE
43709,5.7,139,151,0.5,355.0,4332,4329,538560,INDIVIDUAL,6.0,22.0,3380,29,100,0,0,RENOUNCED,1119,404.0,168.7,1.0,0.4,0.0,0.0,11.0,1.3,1.0,0.4,5,FALSE
25670,3.7,113,100,0.686084142394822,1139.0,1453,1442,1440,Binance,1.0,337.0,19306,52,100,2,3.7,RENOUNCED,18,70.0,40.8,0.0,0.0,2.0,2.5,13.0,15.4,0.0,0.0,15,FALSE
43862,4.2,286,206,0.44731182795698900,7027.0,31,20,1,Binance,2.0,221.0,13443,24,100,0,3,RENOUNCED,15,144.0,32.6,0.0,0.0,12.0,4.8,3.0,0.6,0.0,0.0,29,TRUE
28776,5.2,10,3,0.6666666666666670,0.0,574574,574573,574560,Coinbase,1.0,184.0,4761,24,100,0,0,UNKNOWN,26,91.0,68.1,0.0,0.0,0.0,0.0,5.0,0.1,1.0,0.2,10,FALSE
236019,62.5,,218,0.7777777777777780,250.0,14417,28,14400,INDIVIDUAL,1.0,370.0,3408,15,100,0,0,RENOUNCED,7,242.0,103.9,1.0,0.6,0.0,0.0,4.0,4.0,1.0,0.6,8,FALSE
113824,7.7,,530,1.0,268.0,64,53,15,Binance,4.0,924.0,3763,34,100,1,1.3,RENOUNCED,19,220.0,100.9,8.0,8.8,0.0,0.0,12.0,14.3,1.0,1.9,14,TRUE
60377,5.4,582,454,0.6,6027.0,39,55,23,Binance,1.0,732.0,7985,22,100,0,0,RENOUNCED,12,171.0,38.7,1.0,0.4,2.0,3.2,4.0,0.4,0.0,0.0,18,FALSE
2220,1.1,16,28,0.7857142857142860,665.0,10,0,21,Mexc,0.0,77.0,8969,22,92,1.0000000000000000,1.7144852439327200,INDIVIDUAL,4,1.0,0.4,0.0,0.0,2.0,6.5,0.0,0.0,0.0,0.0,13,TRUE
83625,6.6,1217,981,0.26582278481012700,70.0,73,54,15,Mexc,1.0,554.0,4622,32,94,0,0,RENOUNCED,12,183.0,132.6,1.0,0.8,1.0,0.0,6.0,6.0,1.0,0.8,16,TRUE
12864,4.1,10,7,0.5421348314606740,511.0,11527,19,11520,Binance,27.0,184.0,16290,18,79,0,0,RENOUNCED,41,30.0,1.7,0.0,0.0,0.0,0.0,12.0,21.2,1.0,0.0,52,TRUE
227004,10.9,,554,1.0,268.0,21,69,15,Binance,4.0,184.0,4695,34,94,1,1.4,RENOUNCED,19,246.0,108.3,8.0,8.8,0.0,0.0,13.0,14.4,1.0,1.9,83,TRUE
31357,4.1,1249,1010,0.26582278481012700,70.0,31,71,16,Mexc,1.0,366.0,7922,22,100,0,0,RENOUNCED,12,180.0,121.3,1.0,0.8,1.0,0.0,6.0,6.0,1.0,0.8,18,FALSE
453830,15.6,,602,1.0,268.0,29,18,15,Binance,4.0,923.0,4079,32,100,1,1,RENOUNCED,19,291.0,105.6,8.0,8.8,0.0,0.0,13.0,14.4,1.0,1.9,14,FALSE
7676,2.3,13,1,0.875,850.0,6,3,7,Kucoin,0.0,369.0,3004,16,38,0,0,INDIVIDUAL,3,12.0,5.7,0.0,0.0,3.0,0.2,0.0,0.0,1.0,0.0,45,FALSE
64064,9.2,101,47,0.5421348314606740,494.0,11527,59,11520,Binance,27.0,184.0,3752,16,97,0,0,RENOUNCED,43,84.0,92.2,1.0,0.0,0.0,0.0,13.0,21.2,1.0,2.5,78,FALSE
61417,5.4,448,299,0.44731182795698900,1115.0,51,21,8,Binance,4.0,368.0,3619,29,100,0,0,RENOUNCED,16,169.0,53.2,0.0,0.0,0.0,0.0,2.0,1.4,0.0,0.0,61,FALSE
314257,23.8,,218,0.0,19.0,62,52,1440,Kucoin,6.0,556.0,3307,13,100,3,3,RENOUNCED,43,145.0,105.3,2.0,1.9,1.0,1.0,13.0,9.6,1.0,1.0,4,FALSE
16895,2.8,36,0,0.23076923076923100,546.0,47,0,20,INDIVIDUAL,0.0,110.0,20879,58,58,20,23.8,INDIVIDUAL,5,40.0,52.7,3.0,3.8,32.0,36.7,0.0,0.0,1.0,1.6,91,FALSE
351500,13.8,,680,1.0,268.0,38,27,15,Binance,4.0,922.0,3149,31,100,1,1,RENOUNCED,19,358.0,93.0,9.0,9.0,0.0,0.0,13.0,12.8,1.0,1.9,14,FALSE
70752,6.4,422,284,0.7265625,0.0,49,44,16,Binance,1.0,1291.0,7175,30,100,0,0,RENOUNCED,20,145.0,133.8,0.0,0.0,1.0,0.7,1.0,0.6,0.0,0.0,12,TRUE
46241,7.3,388,266,0.8571428571428570,0.0,57,56,16,Binance,0.0,553.0,14918,17,81,0,0,UNKNOWN,5,98.0,261.7,1.0,0.8,1.0,2.0,3.0,2.5,3.0,5.4,27,TRUE
195084,45.8,,628,0.0,748.0,1441,52,2880,INDIVIDUAL,8.0,184.0,8175,17,94,0,0,RENOUNCED,26,262.0,239.4,0.0,0.0,4.0,0.2,18.0,6.3,1.0,0.7,16,FALSE
7560,2.0,28,5,0.7402912621359220,1674.0,18,14,6,Binance,0.0,36.0,4922,6,20,0,0,RENOUNCED,5,25.0,24.2,0.0,0.0,0.0,0.0,6.0,19.1,1.0,0.0,5,TRUE
46497,6.1,180,140,0.6666666666666670,665.0,29,23,41,INDIVIDUAL,0.0,183.0,9455,36,68,2,2.1,INDIVIDUAL,5,115.0,308.1,0.0,0.0,1.0,0.6,3.0,1.6,4.0,3.5,104,FALSE
49382,7.1,238,234,0.6666666666666670,434.0,53,46,1,INDIVIDUAL,0.0,636.0,4063,23,64,0,0,INDIVIDUAL,16,107.0,243.7,0.0,0.0,1.0,0.6,3.0,1.6,2.0,1.7,180,FALSE
99807,7.3,1300,1032,0.2625,69.0,23,64,17,Mexc,1.0,363.0,5602,30,100,0,0,RENOUNCED,12,202.0,127.2,1.0,0.8,1.0,0.0,6.0,6.0,1.0,0.8,7,FALSE
7712,2.5,20,0,0.0,669.0,47,0,18,Kucoin,0.0,154.0,18807,68,86,30,36.9,INDIVIDUAL,4,28.0,35.3,0.0,0.0,20.0,21.7,2.0,2.5,0.0,0.0,42,TRUE
7712,2.5,26,0,0.0,669.0,47,0,18,Kucoin,0.0,254.0,3418,23,64,30,36.9,INDIVIDUAL,4,28.0,35.3,0.0,0.0,20.0,21.7,2.0,2.5,0.0,0.0,180,TRUE
44596,4.3,79,44,0.6,150.0,38,78,20,Coinbase,0.0,408.0,9733,18,100,3,5.4,INDIVIDUAL,14,37.0,59.9,0.0,0.0,0.0,0.0,2.0,3.9,0.0,0.0,28,FALSE
18591,3.5,11,6,0.686084142394822,95.0,21602,21601,21600,INDIVIDUAL,7.0,181.0,4744,23,92,4,6.5,RENOUNCED,25,60.0,275.3,0.0,0.0,4.0,4.1,1.0,0.5,1.0,0.5,13,FALSE
137455,8.6,,1037,0.2625,69.0,30,71,17,Mexc,1.0,364.0,3999,15,100,0,0,RENOUNCED,12,214.0,127.6,1.0,0.8,1.0,0.0,6.0,6.0,1.0,0.8,9,FALSE
12213,2.6,46,17,0.0,905.0,29,27,48,FixedFloat,0.0,90.0,7978,16,93,0,0,RENOUNCED,7,28.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.2,44,FALSE
36808,4.1,87,36,0.23076923076923100,3995.0,52,6,20,INDIVIDUAL,1.0,369.0,5351,13,100,20,25.8,INDIVIDUAL,12,70.0,63.0,1.0,1.2,19.0,17.7,0.0,0.0,0.0,0.0,4,TRUE
14053,2.4,409,424,0.44731182795698900,279.0,12,60,3,Binance,2.0,91.0,3031,10,90,0,3.1,RENOUNCED,16,124.0,35.0,0.0,0.0,9.0,2.4,1.0,0.0,0.0,0.0,98,FALSE
41492,8.6,584,421,0.8571428571428570,207.0,59,58,4320,FixedFloat,0.0,364.0,6671,37,74,0,0,UNKNOWN,8,104.0,360.0,1.0,0.7,0.0,0.0,4.0,2.5,3.0,4.2,392,FALSE
4819,1.6,20,0,0.7857142857142860,653.0,3,2,1,Binance,0.0,54.0,10281,36,85,15,48,INDIVIDUAL,3,20.0,39.0,0.0,0.0,12.0,20.2,0.0,0.0,0.0,0.0,125,FALSE
234576,26.7,,59,0.6363636363636360,0.0,17282,12982,44640,INDIVIDUAL,1.0,1310.0,6373,15,100,0,0,RENOUNCED,38,280.0,35.0,1.0,0.3,0.0,0.0,13.0,9.9,0.0,0.0,4,FALSE
36594,8.1,591,425,0.8571428571428570,207.0,60,59,4320,FixedFloat,0.0,91.0,10383,37,85,0,0,UNKNOWN,8,112.0,362.3,1.0,0.7,0.0,0.0,4.0,2.5,3.0,4.2,124,TRUE
15941,2.1,19,0,0.8333333333333330,1713.0,15,0,9,Binance,7.0,109.0,19967,56,59,30,61.7,INDIVIDUAL,11,7.0,1.1,0.0,0.0,18.0,18.3,1.0,1.0,0.0,0.0,96,FALSE
11447,3.3,25,0,0.6838709677419360,723.0,42,0,7,tsunamitreasury.eth,0.0,145.0,3053,22,64,20,53.2,INDIVIDUAL,5,27.0,14.6,0.0,0.0,22.0,25.4,0.0,0.0,0.0,0.0,182,TRUE
40589,4.7,57,4,0.0,3724.0,22,11,43,Coinbase,1.0,109.0,3196,22,65,15,25.5,INDIVIDUAL,6,39.0,55.6,0.0,0.0,3.0,2.4,0.0,0.0,0.0,0.0,184,TRUE
32745,4.4,27,0,0.6,2336.0,13,0,15,FixedFloat,2.0,109.0,19588,55,61,0,3.9,INDIVIDUAL,5,30.0,35.9,0.0,0.0,27.0,32.0,1.0,1.0,0.0,0.0,99,FALSE
14038,2.8,39,0,0.5247524752475250,361.0,3,0,725760,Binance,0.0,565.0,51277,31,90,24,31.8,INDIVIDUAL,32,39.0,76.1,0.0,0.0,34.0,37.1,0.0,0.0,1.0,2.3,30,TRUE
31260,4.3,104,38,0.6,4436.0,17,4,19,FixedFloat,2.0,546.0,3794,28,100,0,3.8,INDIVIDUAL,6,84.0,52.4,0.0,0.0,14.0,16.1,1.0,1.0,0.0,0.0,26,TRUE
18833,3.2,68,10,0.5247524752475250,1611.0,7,3,725760,Binance,0.0,91.0,10664,37,84,24,32.9,INDIVIDUAL,32,61.0,92.5,0.0,0.0,32.0,32.5,0.0,0.0,1.0,2.3,127,FALSE
118712,5.7,,14,0.8333333333333330,6184.0,47,31,9,Binance,8.0,218.0,4546,20,100,2,29.9,INDIVIDUAL,15,80.0,112.1,0.0,0.0,13.0,12.3,4.0,1.3,2.0,1.3,13,TRUE
6891,1.6,6,0,0.21052631578947400,0.0,51858,51858,51840,Binance,0.0,182.0,5527,19,83,0,0,RENOUNCED,12,24.0,16.9,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0.0,6,TRUE
430797,28.4,,600,0.8571428571428570,207.0,24,23,4320,FixedFloat,0.0,1001.0,3334,24,92,0,0,UNKNOWN,8,252.0,392.9,1.0,0.7,0.0,0.0,4.0,2.5,3.0,4.2,48,FALSE
267452,22.9,,835,0.8571428571428570,207.0,57,56,4320,FixedFloat,0.0,364.0,4389,11,95,0,0,UNKNOWN,8,292.0,1021.8,1.0,0.7,0.0,0.0,3.0,2.3,5.0,5.8,37,FALSE
114113,8.0,,8,0.0,4080.0,35,25,57,Coinbase,1.0,182.0,5641,23,100,15,33.3,INDIVIDUAL,6,61.0,105.5,0.0,0.0,3.0,2.4,2.0,0.5,0.0,0.0,3,FALSE
52002,9.3,54,4,0.0,753.0,11,1,11,Binance,0.0,91.0,3131,5,100,0,19.9,INDIVIDUAL,4,61.0,85.8,0.0,0.0,3.0,31.8,1.0,2.5,1.0,2.3,5,FALSE
34650,4.4,114,39,0.5247524752475250,2751.0,13,10,725760,Binance,0.0,364.0,6722,21,92,1,16.6,RENOUNCED,39,71.0,63.8,0.0,0.0,28.0,38.2,0.0,0.0,0.0,0.0,106,TRUE
8020,2.1,51,9,0.6666666666666670,858.0,24,18,29,Kucoin,0.0,91.0,10568,38,84,5,4.8,INDIVIDUAL,11,45.0,204.0,0.0,0.0,1.0,0.3,0.0,0.0,2.0,9.1,127,TRUE
4275,1.5,13,0,0.9230769230769230,291.0,13,0,652320,Coinbase,0.0,91.0,7296,38,74,15,29.5,INDIVIDUAL,103,14.0,14.4,0.0,0.0,10.0,14.4,0.0,0.0,0.0,0.0,393,TRUE
24698,5.8,178,116,0.5406162464985990,30.0,11529,49,11520,Binance,27.0,364.0,11407,41,91,0,0,RENOUNCED,44,65.0,15.9,0.0,0.0,0.0,0.0,11.0,20.4,0.0,0.0,34,TRUE
62843,6.1,272,156,0.6,14016.0,37,24,39,FixedFloat,2.0,182.0,68848,18,100,0,3.2,RENOUNCED,9,208.0,40.4,0.0,0.0,4.0,4.7,2.0,1.2,0.0,0.0,7,TRUE
11286,2.2,28,4,0.44635193133047200,773.0,35,32,1,Kucoin,1.0,182.0,8370,12,88,0,3,RENOUNCED,10,24.0,12.5,0.0,0.0,5.0,7.6,0.0,0.0,0.0,0.0,26,FALSE
149286,9.5,,239,0.6,13101.0,56,43,58,FixedFloat,2.0,91.0,3040,10,90,0,0,RENOUNCED,10,251.0,63.4,0.0,0.0,4.0,3.9,2.0,1.2,0.0,0.0,97,FALSE
100799,7.8,,793,0.0,27.0,31,16,1440,Mexc,1.0,528.0,5802,14,100,6,5.7,RENOUNCED,15,183.0,29.9,0.0,0.0,2.0,0.6,3.0,0.9,0.0,0.0,20,TRUE
28393,5.8,479,342,0.8571428571428570,0.0,26,25,18,Binance,0.0,182.0,3667,34,90,0,0,UNKNOWN,5,102.0,247.3,1.0,0.8,1.0,2.0,2.0,1.9,3.0,5.9,31,TRUE
52546,5.4,155,55,0.5247524752475250,2751.0,22,19,725760,Binance,0.0,91.0,3716,16,97,1,1,RENOUNCED,39,97.0,85.3,0.0,0.0,25.0,30.3,0.0,0.0,0.0,0.0,77,TRUE
128297,8.9,,363,0.6,13103.0,20,7,1,FixedFloat,3.0,109.0,3040,10,90,0,0,RENOUNCED,12,290.0,47.5,1.0,0.3,3.0,3.1,7.0,5.0,0.0,0.0,98,FALSE
217143,11.0,,924,1.0,264.0,24,72,17,Binance,4.0,2186.0,15442,37,100,1,1.3,RENOUNCED,19,388.0,100.4,9.0,9.0,0.0,0.0,9.0,7.6,1.0,1.9,3,TRUE
43710,8.6,199,88,0.0,724.0,55,45,12,Binance,0.0,91.0,4481,28,100,0,15.9,INDIVIDUAL,7,122.0,43.2,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,13,FALSE
2991,1.3,9,0,0.7857142857142860,705.0,13,0,55,Kucoin,0.0,109.0,19423,56,59,25,47.4,INDIVIDUAL,4,10.0,12.4,2.0,3.0,9.0,12.7,2.0,3.0,0.0,0.0,101,FALSE
6863,1.8,22,0,0.7153846153846150,3510.0,15,1,1440,INDIVIDUAL,0.0,109.0,19334,56,60,0,0,INDIVIDUAL,4,25.0,72.4,0.0,0.0,8.0,13.6,1.0,1.0,1.0,1.9,102,FALSE
199367,19.8,,869,0.8571428571428570,207.0,62,61,4320,FixedFloat,0.0,546.0,4142,7,100,0,0,UNKNOWN,8,282.0,402.2,1.0,0.7,0.0,0.0,4.0,2.4,3.0,4.2,60,FALSE
26116,3.6,108,19,0.7153846153846150,3512.0,17,3,1440,INDIVIDUAL,0.0,182.0,10898,45,93,0,0,INDIVIDUAL,4,68.0,112.9,0.0,0.0,6.0,9.7,4.0,2.9,0.0,0.0,44,FALSE
7324,1.9,47,0,0.684931506849315,613.0,14,1,2,Binance,0.0,109.0,19213,56,59,30,42.3,INDIVIDUAL,7,44.0,62.0,0.0,0.0,27.0,15.4,0.0,0.0,1.0,0.6,103,FALSE
13598,2.3,28,3,0.30618892508143300,768.0,8,1,1440,Binance,1.0,91.0,6298,37,100,0,5.2,INDIVIDUAL,5,25.0,34.5,0.0,0.0,12.0,21.4,0.0,0.0,1.0,0.0,8,FALSE
13124,2.7,58,3,0.9230769230769230,291.0,17,3,652320,Coinbase,0.0,306.0,3083,34,50,15,29.3,INDIVIDUAL,103,51.0,135.3,0.0,0.0,10.0,14.4,1.0,0.9,2.0,1.2,6,TRUE
58738,5.5,141,33,0.7153846153846150,3510.0,19,5,1440,INDIVIDUAL,0.0,109.0,3150,16,67,0,0,INDIVIDUAL,5,80.0,331.6,0.0,0.0,3.0,3.8,2.0,2.4,2.0,2.7,9,TRUE
58638,7.5,202,120,0.1,188.0,40,36,49,INDIVIDUAL,0.0,182.0,4392,22,59,0,0,RENOUNCED,14,97.0,359.3,0.0,0.0,6.0,3.8,1.0,0.5,4.0,7.8,86,FALSE
49355,5.6,654,458,0.6,13112.0,35,22,1,FixedFloat,3.0,547.0,3212,29,100,0,0,RENOUNCED,12,277.0,38.9,1.0,0.3,2.0,1.5,5.0,2.3,0.0,0.0,27,FALSE
22838,3.0,60,19,0.30618892508143300,1728.0,12,5,1440,Binance,1.0,182.0,10704,45,93,0,6.3,RENOUNCED,8,52.0,47.2,0.0,0.0,10.0,17.5,0.0,0.0,0.0,0.0,45,FALSE
3276,1.8,0,0,0.9663865546218490,0.0,53,0,23040,INDIVIDUAL,1.0,91.0,9284,40,57,0,0,INDIVIDUAL,19,,,,,,,,,,,14,TRUE
176601,10.1,,178,0.5247524752475250,1651.0,2,58,725760,Binance,0.0,182.0,68801,18,100,1,3.3,RENOUNCED,42,221.0,86.2,0.0,0.0,20.0,22.8,1.0,0.3,0.0,0.0,9,FALSE
33828,4.6,685,500,0.6,13113.0,42,29,1,FixedFloat,3.0,89.0,26619,21,100,0,0,RENOUNCED,12,252.0,53.7,1.0,0.3,2.0,1.5,4.0,2.2,0.0,0.0,17,TRUE
390370,34.4,,63,0.6363636363636360,0.0,17283,14400,44640,INDIVIDUAL,1.0,911.0,5447,4,100,0,0,RENOUNCED,38,290.0,35.2,1.0,0.3,0.0,0.0,14.0,10.2,0.0,0.0,12,FALSE
46741,6.1,106,95,0.0,630.0,39,51,19,Kucoin,5.0,364.0,4199,32,100,4,14.3,INDIVIDUAL,19,108.0,95.0,0.0,0.0,8.0,9.8,4.0,2.1,0.0,0.0,64,FALSE
39213,4.6,1346,1061,0.2625,4759.0,43,12,12,Binance,2.0,638.0,7730,28,100,0,0,RENOUNCED,14,203.0,292.9,1.0,0.6,0.0,0.0,3.0,0.9,2.0,1.4,26,FALSE
40204,4.1,121,55,0.30618892508143300,5551.0,19,12,1440,Binance,1.0,365.0,12729,26,91,0,4.8,RENOUNCED,8,96.0,58.2,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,58,FALSE
6529,1.8,2,0,0.5418994413407820,1634.0,3,0,43200,Mexc,0.0,274.0,15753,65,85,0,0,RENOUNCED,43,3.0,11.9,0.0,0.0,1.0,32.1,0.0,0.0,0.0,0.0,106,FALSE
29846,3.8,99,14,0.684931506849315,3063.0,24,10,2,Binance,14.0,182.0,4522,31,98,0,44.5,INDIVIDUAL,26,105.0,130.4,0.0,0.0,26.0,14.9,4.0,1.9,1.0,0.6,129,TRUE
106313,14.6,,1052,0.8571428571428570,207.0,62,61,4320,FixedFloat,0.0,182.0,4225,15,100,0,0,UNKNOWN,8,247.0,970.3,1.0,0.7,0.0,0.0,3.0,2.3,4.0,5.5,13,TRUE
