cleaned
mcap,liquidity,buy,sell,scams,worth,contract_age,pair_age,funding_time,source,airdrops,amount,wallet,ape_score,safu_score,buy_tax,sell_tax,owner_type,owner_quant,holds_qty,holds_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,printed
42475,4.2,24,8,0.5589041095890410,1705.0,21,19,21,Kucoin,0.0,183.0,3321,35,100,0,0,RENOUNCED,6,17.0,17.5,0.0,0.0,2.0,0.9,0.0,0.0,1.0,0.0,6,FALSE
207022,2.1,,3,0.7428571428571430,28762.0,57614,48981,57600,Gate.io,46.0,183.0,22804,27,92,0,0,RENOUNCED,36,150.0,864.1,0.0,0.0,0.0,0.0,7.0,59.1,5.0,5.7,73,TRUE
24374,3.6,495,314,1.0,3300.0,57,44,4,Kucoin,1.0,256.0,3346,19,83,1,1,RENOUNCED,22,129.0,37.6,0.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,29,TRUE
14582,2.7,286,188,0.559228650137741,790.0,64,62,44640,Mexc,2.0,367.0,8092,30,100,0,0,RENOUNCED,50,73.0,28.9,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,11,FALSE
108906,10.7,,607,0.6296296296296300,429.0,19,24,6,INDIVIDUAL,1.0,788.0,3709,18,83,1.3,1.3,RENOUNCED,11,193.0,15.8,0.0,0.0,0.0,0.0,11.0,13.2,0.0,0.0,6,FALSE
229501,10.8,,2841,0.45081967213114800,37135.0,56,45,8,Binance,4.0,275.0,3739,4,50,2,2.1,RENOUNCED,23,610.0,235.0,1.0,0.2,1.0,0.2,13.0,0.5,2.0,1.8,4,FALSE
15735,2.7,496,348,0.6,3872.0,32,22,2,Binance,2.0,551.0,4792,49,100,0,0,RENOUNCED,16,130.0,190.4,0.0,0.0,1.0,1.1,3.0,1.0,1.0,1.4,5,FALSE
69275,5.9,739,475,0.45081967213114800,4542.0,56,44,1440,Binance,6.0,818.0,7918,20,100,0,0,RENOUNCED,16,195.0,271.4,1.0,0.7,1.0,1.6,2.0,0.7,3.0,3.2,20,FALSE
19144,2.9,161,86,0.4647887323943660,5881.0,29,12,32,Kucoin,1.0,91.0,3974,72,93,0,0,RENOUNCED,10,121.0,50.0,0.0,0.0,14.0,11.1,2.0,0.2,0.0,0.0,54,TRUE
371890,13.8,,2909,0.4498977505112470,38272.0,51,40,9,Binance,4.0,735.0,8048,14,100,2,2.1,RENOUNCED,23,635.0,259.4,1.0,0.2,1.0,0.2,13.0,0.7,2.0,1.8,16,FALSE
2341,1.0,0,0,0.2727272727272730,587.0,14,0,20,Binance,1.0,147.0,22031,35,88,20,24.6,INDIVIDUAL,4,,,,,,,,,,,149,FALSE
48768,5.0,788,517,0.4498977505112470,4550.0,54,42,1440,Binance,6.0,368.0,3720,29,100,0,0,RENOUNCED,16,195.0,259.6,1.0,0.7,1.0,1.6,3.0,1.0,3.0,3.2,65,FALSE
296582,13.5,,1793,1.0,266.0,1441,1441,1440,Binance,4.0,366.0,3367,12,100,1,1,RENOUNCED,19,512.0,90.1,11.0,9.2,0.0,0.0,13.0,7.8,1.0,1.2,15,TRUE
12538,2.3,83,48,0.2727272727272730,2909.0,23,9,29,Binance,1.0,36.0,4190,5,55,0,8.2,RENOUNCED,9,60.0,46.8,0.0,0.0,14.0,20.5,1.0,1.6,0.0,0.0,11,FALSE
6486,1.9,24,2,0.0,101.0,43,19,48,Binance,0.0,184.0,3223,33,50,1,1,INDIVIDUAL,8,15.0,1.9,1.0,2.6,0.0,0.0,6.0,17.3,0.0,0.0,228,TRUE
50862,6.5,114,34,0.6,6275.0,12,11,5760,FixedFloat,1.0,184.0,3378,35,85,0,3,INDIVIDUAL,15,88.0,96.9,0.0,0.0,12.0,18.8,27.0,24.9,1.0,1.2,211,FALSE
30567,4.1,2,81,0.5,0.0,53,25,3,Binance,0.0,368.0,13586,23,94,1,1.3,INDIVIDUAL,2,48.0,10.7,39.0,68.0,23.0,56.4,39.0,65.6,0.0,0.0,114,FALSE
2050,1.0,2,0,0.4489795918367350,495.0,4,0,4,Kucoin,1.0,83.0,3089,33,48,0,9.8,INDIVIDUAL,4,,,,,,,,,,,305,FALSE
9083,2.0,132,98,0.2696629213483150,3995.0,48,33,54,Binance,1.0,184.0,6635,30,98,0,0,RENOUNCED,10,63.0,45.2,0.0,0.0,9.0,14.3,1.0,1.6,0.0,0.0,210,TRUE
7331,1.9,163,124,0.0,1262.0,32,19,8,SideShift,0.0,184.0,3747,31,100,2,2.3,RENOUNCED,20,59.0,66.0,0.0,0.0,0.0,0.0,10.0,7.1,1.0,0.6,4,TRUE
17042,2.8,500,351,0.6,3872.0,34,24,2,Binance,2.0,91.0,4079,43,100,0,0,RENOUNCED,16,130.0,192.5,0.0,0.0,1.0,1.1,3.0,1.0,1.0,1.4,6,TRUE
43441,6.0,176,70,0.6,11275.0,19,17,5760,FixedFloat,1.0,368.0,31406,15,99,0,3.2,RENOUNCED,16,124.0,45.2,0.0,0.0,13.0,20.3,21.0,20.4,0.0,0.0,97,FALSE
9125,1.9,128,86,0.2696629213483150,4923.0,5,29,2,Binance,1.0,184.0,6579,30,98,0,0,RENOUNCED,9,79.0,17.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,210,FALSE
3199,1.3,5,0,0.8,388.0,21,1,1,Mexc,0.0,55.0,12400,29,80,2,9.1,INDIVIDUAL,4,6.0,164.5,0.0,0.0,1.0,1.8,0.0,0.0,1.0,3.2,240,TRUE
4495,1.7,0,0,0.4480651731160900,713.0,13,0,2,FixedFloat,1.0,297.0,3289,39,76,2,21.8,INDIVIDUAL,4,,,,,,,,,,,173,FALSE
19804,2.9,34,0,0.6,656.0,26,0,57,Mexc,1.0,184.0,5351,37,74,0,6.5,INDIVIDUAL,5,35.0,15.7,0.0,0.0,33.0,42.6,0.0,0.0,0.0,0.0,394,FALSE
629394,19.8,,1713,1.0,267.0,1444,1444,1440,Binance,4.0,921.0,4167,32,92,1,1.6,RENOUNCED,19,535.0,85.5,11.0,9.2,0.0,0.0,13.0,8.0,1.0,1.2,13,FALSE
18126,3.0,173,128,0.0,1268.0,62,50,8,SideShift,0.0,184.0,3002,28,100,2,2.6,RENOUNCED,20,66.0,67.4,0.0,0.0,0.0,0.0,10.0,7.1,1.0,0.6,5,TRUE
6422,2.0,26,0,0.4480651731160900,713.0,13,0,2,FixedFloat,1.0,55.0,4826,37,74,2,21.7,INDIVIDUAL,4,24.0,26.4,0.0,0.0,9.0,8.4,0.0,0.0,0.0,0.0,395,TRUE
8851,2.1,21,0,0.8,472.0,22,2,1,Mexc,0.0,184.0,4823,30,83,2,12.2,INDIVIDUAL,4,21.0,189.0,0.0,0.0,1.0,1.8,0.0,0.0,1.0,3.2,30,FALSE
25492,3.9,750,564,0.5219512195121950,1658.0,53,50,725760,Binance,0.0,500.0,3729,17,100,1,1,RENOUNCED,42,161.0,32.3,0.0,0.0,17.0,19.1,0.0,0.0,0.0,0.0,12,TRUE
