mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result
2947,0.8,(20) 16 - $1.2k,(10) 7 - $469.2,0/0,1.2k out of 1.4k,UNKNOWN (3),$238.00,44 mins,38 mins,1 hrs ago,Binance,9 (3.0 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,,$100.00,"cuddy.eth ($3,089)",🟢 16%,88% out of 16,116.3725
36993,4.1,(306) 235 - $71.3k,(190) 112 - $65.5k,0/0,1.2k out of 2k,RENOUNCED (11),"$4,199.00",1 hrs 4 mins,55 mins,1 hrs ago,Binance,150 (276.5 ETH),0 own 0%,4 own 3.4%,4 own 1.2%,2 own 4.1%,1.0,$366.00,"0xE0D...e1 ($3,864)",🟢 30%,86% out of 7,-30.0214
285077,17.1,,(363) 224 - $33k,1.3/2.2,17 out of 27,RENOUNCED (10),$612.00,5 hrs 34 mins,4 hrs 40 mins,5 hrs ago,0xBff...48,189 (17.9 ETH),0 own 0%,0 own 0%,8 own 16.1%,0 own 0%,1.0,$367.00,"0xDF5...12 ($10,838)",🟢 23%,92% out of 60,-32.6533
182894,13.7,,(444) 247 - $51.9k,1.3/1.3,17 out of 27,RENOUNCED (10),$612.00,5 hrs 40 mins,4 hrs 46 mins,5 hrs ago,0xBff...48,192 (19.6 ETH),0 own 0%,0 own 0%,9 own 16.3%,0 own 0%,1.0,$367.00,"0xDF5...12 ($10,468)",🟢 23%,92% out of 61,-37.9706
6414,1.7,(240) 209 - $29.5k,(186) 133 - $28.3k,0/0,24 out of 87,RENOUNCED (11),$74.00,52 mins,38 mins,56 mins ago,Mexc,81 (34.9 ETH),0 own 0%,4 own 2.1%,3 own 2.3%,0 own 0%,1.0,$183.00,"0x890...02 ($4,150)",🟢 21%,100% out of 6,-32.9059
146367,12.4,,(553) 278 - $72.6k,1.3/1.3,17 out of 27,RENOUNCED (10),$613.00,5 hrs 57 mins,5 hrs 3 mins,6 hrs ago,0xBff...48,191 (19.8 ETH),0 own 0%,0 own 0%,8 own 12.6%,0 own 0%,1.0,"$1,065.00","0xdE2...49 ($4,780)",🟢 19%,83% out of 6,-31.6661
19741,2.9,(41) 41 - $3.5k,(0) 0 - $0,0/6.6,99 out of 213,0x6fC...7A  (6),$337.00,17 mins,0 mins,20 mins ago,Kucoin,42 (28.8 ETH),0 own 0%,41 own 42.9%,0 own 0%,0 own 0%,1.0,$183.00,"0xd2f...E7 ($5,862)",🟢 37%,74% out of 394,109.9796
11438,2.2,(45) 45 - $4.1k,(0) 0 - $0,0/5.7,99 out of 213,0x6fC...7A  (6),"$1,217.00",18 mins,0 mins,20 mins ago,Kucoin,46 (41.2 ETH),0 own 0%,36 own 35.8%,0 own 0%,0 own 0%,1.0,$73.00,"0x5DB...a0 ($4,218)",🟢 5%,50% out of 10,-33.9274
42475,4.2,(24) 21 - $3.5k,(8) 5 - $1.3k,0/0,204 out of 365,RENOUNCED (6),"$1,705.00",21 mins,19 mins,21 mins ago,Kucoin,17 (17.5 ETH),0 own 0%,2 own 0.9%,0 own 0%,1 own 0%,,$183.00,"flashbotting.eth ($3,321)",🟢 35%,100% out of 6,-96.2224
207022,2.1,,(3) 3 - $98.1,0/0,312 out of 420,RENOUNCED (36),"$28,762.00",40 days 14 hrs,34 days 21 hrs,40 days ago,Gate.io,150 (864.1 ETH),0 own 0%,0 own 0%,7 own 59.1%,5 own 5.7%,46.0,$183.00,"igetruggedinprod.eth ($22,804)",🟢 27%,92% out of 73,134.9331
24374,3.6,(495) 336 - $90.7k,(314) 225 - $85.6k,1/1,1 out of 1,RENOUNCED (22),"$3,300.00",3 hrs 54 mins,3 hrs 41 mins,4 hrs ago,Kucoin,129 (37.6 ETH),0 own 0%,0 own 0%,2 own 3.5%,0 own 0%,1.0,$256.00,"0x5aD...f3 ($3,346)",🟢 19%,83% out of 29,102.1709
14582,2.7,(286) 187 - $91.1k,(188) 122 - $88k,0/0,203 out of 363,RENOUNCED (50),$790.00,8 hrs 56 mins,8 hrs 54 mins,31 days ago,Mexc,73 (28.9 ETH),0 own 0%,0 own 0%,1 own 0.3%,0 own 0%,2.0,$367.00,"0x1C6...31 ($8,092)",🟢 30%,100% out of 11,-33.6114
108906,10.7,,(607) 293 - $84.4k,1.3/1.3,17 out of 27,RENOUNCED (11),$429.00,6 hrs 13 mins,5 hrs 19 mins,6 hrs ago,0xBff...48,193 (15.8 ETH),0 own 0%,0 own 0%,11 own 13.2%,0 own 0%,1.0,$788.00,"0xdE2...49 ($3,709)",🟢 18%,83% out of 6,-35.6075
229501,10.8,,(2841) 798 - $908.4k,2/2.1,220 out of 488,RENOUNCED (23),"$37,135.00",7 hrs 49 mins,7 hrs 38 mins,8 hrs ago,Binance,610 (235.0 ETH),1 own 0.2%,1 own 0.2%,13 own 0.5%,2 own 1.8%,4.0,$275.00,"0x73c...F4 ($3,739)",🟢 4%,50% out of 4,-30.5988
15735,2.7,(496) 322 - $108.3k,(348) 210 - $105.1k,0/0,1.2k out of 2k,RENOUNCED (16),"$3,872.00",2 hrs 30 mins,2 hrs 20 mins,2 hrs ago,Binance,130 (190.4 ETH),0 own 0%,1 own 1.1%,3 own 1%,1 own 1.4%,2.0,$551.00,"0xc58...EC ($4,792)",🟢🟢 49%,100% out of 5,-30.996
69275,5.9,(739) 395 - $297.9k,(475) 231 - $288.9k,0/0,220 out of 488,RENOUNCED (16),"$4,542.00",3 hrs 53 mins,3 hrs 41 mins,1 days ago,Binance,195 (271.4 ETH),1 own 0.7%,1 own 1.6%,2 own 0.7%,3 own 3.2%,6.0,$818.00,"0xba9...e4 ($7,918)",🟢 20%,100% out of 20,-31.6931
19144,2.9,(161) 160 - $17k,(86) 41 - $13.5k,0/0,99 out of 213,RENOUNCED (10),"$5,881.00",29 mins,12 mins,32 mins ago,Kucoin,121 (50.0 ETH),0 own 0%,14 own 11.1%,2 own 0.2%,0 own 0%,1.0,$91.00,"0xdFe...Fd ($3,974)",🟢🟢🟢 72%,93% out of 54,101.8273
371890,13.8,,(2909) 817 - $931.4k,2/2.1,220 out of 489,RENOUNCED (23),"$38,272.00",8 hrs 43 mins,8 hrs 32 mins,9 hrs ago,Binance,635 (259.4 ETH),1 own 0.2%,1 own 0.2%,13 own 0.7%,2 own 1.8%,4.0,$735.00,"0xBF1...B5 ($8,048)",🟢 14%,100% out of 16,-30.3444
2341,1.0,(0) 0 - $0,(0) 0 - $0,20/24.6,24 out of 88,0x484...a4  (4),$587.00,14 mins,0 mins,20 mins ago,Binance,,,,,,1.0,$147.00,"0x2b7...23 ($22,031)",🟢 35%,88% out of 149,-34.231
48768,5.0,(788) 412 - $315.8k,(517) 247 - $308.5k,0/0,220 out of 489,RENOUNCED (16),"$4,550.00",4 hrs 50 mins,4 hrs 38 mins,1 days ago,Binance,195 (259.6 ETH),1 own 0.7%,1 own 1.6%,3 own 1%,3 own 3.2%,6.0,$368.00,"0x85E...65 ($3,720)",🟢 29%,100% out of 65,-33.0489
296582,13.5,,(1793) 744 - $877.9k,1/1,1 out of 1,RENOUNCED (19),$266.00,1 days 1 hrs,1 days 1 hrs,1 days ago,Binance,512 (90.1 ETH),11 own 9.2%,0 own 0%,13 own 7.8%,1 own 1.2%,4.0,$366.00,"0x1D7...3B ($3,367)",🟢 12%,100% out of 15,100.6992
12538,2.3,(83) 81 - $8.1k,(48) 23 - $5.2k,0/8.2,24 out of 88,RENOUNCED (9),"$2,909.00",23 mins,9 mins,29 mins ago,Binance,60 (46.8 ETH),0 own 0%,14 own 20.5%,1 own 1.6%,0 own 0%,1.0,$36.00,"0x5DB...a0 ($4,190)",🟢 5%,55% out of 11,-37.3059
6486,1.9,(24) 19 - $2.3k,(2) 1 - $690.4,1/1,0 out of 0 Unique,0x234...B3  (8),$101.00,43 mins,19 mins,48 mins ago,Binance,15 (1.9 ETH),1 own 2.6%,0 own 0%,6 own 17.3%,0 own 0%,,$184.00,"0x0b6...E3 ($3,223)",🟢 33%,50% out of 228,141.1465
50862,6.5,(114) 103 - $20.3k,(34) 16 - $12k,0/3,1.2k out of 2k,0x6fe...Dd  (15),"$6,275.00",12 mins,11 mins,4 days ago,FixedFloat,88 (96.9 ETH),0 own 0%,12 own 18.8%,27 own 24.9%,1 own 1.2%,1.0,$184.00,"0x660...9c ($3,378)",🟢 35%,85% out of 211,-32.5412
30567,4.1,(2) 2 - $369.7,(81) 16 - $5.7k,1/1.3,2 out of 4,0x331...b6  (2),$0.00,2 hrs 51 mins,25 mins,3 hrs ago,Binance,48 (10.7 ETH),39 own 68%,23 own 56.4%,39 own 65.6%,0 own 0%,,$368.00,"0xDB9...2E ($13,586)",🟢 23%,94% out of 114,-34.0396
2050,1.0,(2) 2 - $3.7,(0) 0 - $0,0/9.8,220 out of 490,0xc9f...03  (4),$495.00,4 mins,0 mins,4 mins ago,Kucoin,,,,,,1.0,$83.00,"0xb34...f1 ($3,089)",🟢 33%,48% out of 305,-36.43
9083,2.0,(132) 120 - $15.6k,(98) 59 - $13.8k,0/0,24 out of 89,RENOUNCED (10),"$3,995.00",48 mins,33 mins,54 mins ago,Binance,63 (45.2 ETH),0 own 0%,9 own 14.3%,1 own 1.6%,0 own 0%,1.0,$184.00,"0x42A...e4 ($6,635)",🟢 30%,98% out of 210,117.3545
7331,1.9,(163) 130 - $20.1k,(124) 78 - $18.4k,2/2.3,0 out of 0 Unique,RENOUNCED (20),"$1,262.00",4 hrs 28 mins,4 hrs 15 mins,8 hrs ago,SideShift,59 (66.0 ETH),0 own 0%,0 own 0%,10 own 7.1%,1 own 0.6%,,$184.00,"0x7fE...4D ($3,747)",🟢 31%,100% out of 4,114.6645
17042,2.8,(500) 325 - $109.5k,(351) 213 - $106.1k,0/0,1.2k out of 2k,RENOUNCED (16),"$3,872.00",2 hrs 32 mins,2 hrs 22 mins,2 hrs ago,Binance,130 (192.5 ETH),0 own 0%,1 own 1.1%,3 own 1%,1 own 1.4%,2.0,$91.00,"0xc58...EC ($4,079)",🟢🟢 43%,100% out of 6,100.4055
43441,6.0,(176) 153 - $29.7k,(70) 33 - $22.6k,0/3.2,1.2k out of 2k,RENOUNCED (16),"$11,275.00",19 mins,17 mins,4 days ago,FixedFloat,124 (45.2 ETH),0 own 0%,13 own 20.3%,21 own 20.4%,0 own 0%,1.0,$368.00,"0x7D2...1a ($31,406)",🟢 15%,99% out of 97,-31.3298
9125,1.9,(128) 120 - $13.4k,(86) 42 - $11.7k,0/0,24 out of 89,RENOUNCED (9),"$4,923.00",1 hrs 4 mins,29 mins,2 hrs ago,Binance,79 (17.0 ETH),0 own 0%,2 own 1.7%,0 own 0%,0 own 0%,1.0,$184.00,"0x42A...e4 ($6,579)",🟢 30%,98% out of 210,-34.5863
3199,1.3,(5) 5 - $327,(0) 0 - $0,2/9.1,1.2k out of 1.5k,0xA31...41  (4),$388.00,21 mins,1 mins,1 hrs ago,Mexc,6 (164.5 ETH),0 own 0%,1 own 1.8%,0 own 0%,1 own 3.2%,,$55.00,"0xb73...EC ($12,400)",🟢 29%,80% out of 240,133.0026
4495,1.7,(0) 0 - $0,(0) 0 - $0,2/21.8,220 out of 491,0xF21...07  (4),$713.00,13 mins,0 mins,2 hrs ago,FixedFloat,,,,,,1.0,$297.00,"0x211...2E ($3,289)",🟢 39%,76% out of 173,-30.007
19804,2.9,(34) 34 - $3k,(0) 0 - $0,0/6.5,1.2k out of 2k,0x207...5c  (5),$656.00,26 mins,0 mins,57 mins ago,Mexc,35 (15.7 ETH),0 own 0%,33 own 42.6%,0 own 0%,0 own 0%,1.0,$184.00,"0xd2f...E7 ($5,351)",🟢 37%,74% out of 394,-35.364
629394,19.8,,(1713) 740 - $881.4k,1/1.6,1 out of 1,RENOUNCED (19),$267.00,1 days 4 hrs,1 days 4 hrs,1 days ago,Binance,535 (85.5 ETH),11 own 9.2%,0 own 0%,13 own 8%,1 own 1.2%,4.0,$921.00,"0xd07...46 ($4,167)",🟢 32%,92% out of 13,-34.4803
18126,3.0,(173) 139 - $22.7k,(128) 80 - $19k,2/2.6,0 out of 0 Unique,RENOUNCED (20),"$1,268.00",4 hrs 58 mins,4 hrs 46 mins,8 hrs ago,SideShift,66 (67.4 ETH),0 own 0%,0 own 0%,10 own 7.1%,1 own 0.6%,,$184.00,"0x7fE...4D ($3,002)",🟢 28%,100% out of 5,105.7831
6422,2.0,(26) 26 - $966.7,(0) 0 - $0,2/21.7,220 out of 491,0xF21...07  (4),$713.00,13 mins,0 mins,2 hrs ago,FixedFloat,24 (26.4 ETH),0 own 0%,9 own 8.4%,0 own 0%,0 own 0%,1.0,$55.00,"0xd2f...E7 ($4,826)",🟢 37%,74% out of 395,103.1478
8851,2.1,(21) 20 - $2.1k,(0) 0 - $0,2/12.2,1.2k out of 1.5k,0xA31...41  (4),$472.00,22 mins,2 mins,1 hrs ago,Mexc,21 (189.0 ETH),0 own 0%,1 own 1.8%,0 own 0%,1 own 3.2%,,$184.00,"0x794...Ea ($4,823)",🟢 30%,83% out of 30,-30.3542
25492,3.9,(750) 511 - $226.7k,(564) 362 - $221.3k,1/1,107 out of 205,RENOUNCED (42),"$1,658.00",6 hrs 47 mins,6 hrs 44 mins,504 days ago,Binance,161 (32.3 ETH),0 own 0%,17 own 19.1%,0 own 0%,0 own 0%,,$500.00,"0x323...84 ($3,729)",🟢 17%,100% out of 12,103.2997
